recording_id,start_time,end_time,meeting_id
76,2020-09-10 13:00:00,2020-09-10 13:16:00,34
77,2020-09-10 13:16:00,2020-09-10 13:55:00,34
78,2020-09-10 13:55:00,2020-09-10 13:58:00,34
79,2020-09-10 13:58:00,2020-09-10 14:00:00,34
80,2020-09-17 13:00:00,2020-09-17 13:16:00,35
81,2020-09-17 13:16:00,2020-09-17 13:26:00,35
82,2020-09-17 13:26:00,2020-09-17 14:00:00,35
83,2020-09-24 13:00:00,2020-09-24 13:35:00,36
84,2020-09-24 13:35:00,2020-09-24 14:00:00,36
85,2020-10-01 13:00:00,2020-10-01 13:31:00,37
86,2020-10-01 13:31:00,2020-10-01 13:38:00,37
87,2020-10-01 13:38:00,2020-10-01 13:44:00,37
88,2020-10-01 13:44:00,2020-10-01 14:00:00,37
89,2020-10-08 13:00:00,2020-10-08 13:46:00,38
90,2020-10-08 13:46:00,2020-10-08 14:00:00,38
91,2020-10-15 13:00:00,2020-10-15 13:58:00,39
92,2020-10-15 13:58:00,2020-10-15 13:59:00,39
93,2020-10-15 13:59:00,2020-10-15 14:00:00,39
94,2020-10-22 13:00:00,2020-10-22 13:33:00,40
95,2020-10-22 13:33:00,2020-10-22 13:40:00,40
96,2020-10-22 13:40:00,2020-10-22 14:00:00,40
97,2020-10-29 13:00:00,2020-10-29 13:21:00,41
98,2020-10-29 13:21:00,2020-10-29 13:23:00,41
99,2020-10-29 13:23:00,2020-10-29 13:26:00,41
100,2020-10-29 13:26:00,2020-10-29 14:00:00,41
101,2020-11-05 13:00:00,2020-11-05 13:39:00,42
102,2020-11-05 13:39:00,2020-11-05 14:00:00,42
103,2020-11-12 13:00:00,2020-11-12 13:06:00,43
104,2020-11-12 13:06:00,2020-11-12 13:23:00,43
105,2020-11-12 13:23:00,2020-11-12 13:56:00,43
106,2020-11-12 13:56:00,2020-11-12 14:00:00,43
107,2020-11-19 13:00:00,2020-11-19 13:27:00,44
108,2020-11-19 13:27:00,2020-11-19 13:48:00,44
109,2020-11-19 13:48:00,2020-11-19 13:59:00,44
110,2020-11-19 13:59:00,2020-11-19 14:00:00,44
111,2020-11-26 13:00:00,2020-11-26 14:00:00,45
112,2020-12-03 13:00:00,2020-12-03 14:00:00,46
113,2020-12-10 13:00:00,2020-12-10 13:49:00,47
114,2020-12-10 13:49:00,2020-12-10 14:00:00,47
115,2020-12-17 13:00:00,2020-12-17 13:20:00,48
116,2020-12-17 13:20:00,2020-12-17 13:56:00,48
117,2020-12-17 13:56:00,2020-12-17 14:00:00,48
118,2020-12-24 13:00:00,2020-12-24 13:15:00,49
119,2020-12-24 13:15:00,2020-12-24 13:59:00,49
120,2020-12-24 13:59:00,2020-12-24 14:00:00,49
121,2020-10-05 16:00:00,2020-10-05 16:30:00,50
122,2020-10-12 16:00:00,2020-10-12 16:30:00,51
123,2020-10-19 16:00:00,2020-10-19 16:30:00,52
124,2020-10-26 16:00:00,2020-10-26 16:30:00,53
125,2020-11-02 16:00:00,2020-11-02 16:25:00,54
126,2020-11-02 16:25:00,2020-11-02 16:30:00,54
127,2020-11-09 16:00:00,2020-11-09 16:10:00,55
128,2020-11-09 16:10:00,2020-11-09 16:16:00,55
129,2020-11-09 16:16:00,2020-11-09 16:30:00,55
130,2020-11-16 16:00:00,2020-11-16 16:05:00,56
131,2020-11-16 16:05:00,2020-11-16 16:30:00,56
132,2020-11-23 16:00:00,2020-11-23 16:09:00,57
133,2020-11-23 16:09:00,2020-11-23 16:30:00,57
134,2020-11-30 16:00:00,2020-11-30 16:05:00,58
135,2020-11-30 16:05:00,2020-11-30 16:29:00,58
136,2020-11-30 16:29:00,2020-11-30 16:30:00,58
137,2020-12-07 16:00:00,2020-12-07 16:03:00,59
138,2020-12-07 16:03:00,2020-12-07 16:30:00,59
139,2020-12-14 16:00:00,2020-12-14 16:06:00,60
140,2020-12-14 16:06:00,2020-12-14 16:13:00,60
141,2020-12-14 16:13:00,2020-12-14 16:14:00,60
142,2020-12-14 16:14:00,2020-12-14 16:30:00,60
143,2020-12-21 16:00:00,2020-12-21 16:22:00,61
144,2020-12-21 16:22:00,2020-12-21 16:24:00,61
145,2020-12-21 16:24:00,2020-12-21 16:30:00,61
146,2020-01-06 10:00:00,2020-01-06 11:00:00,62
147,2020-01-13 10:00:00,2020-01-13 10:10:00,63
148,2020-01-13 10:10:00,2020-01-13 11:00:00,63
149,2020-01-20 10:00:00,2020-01-20 11:00:00,64
150,2020-01-27 10:00:00,2020-01-27 10:15:00,65
151,2020-01-27 10:15:00,2020-01-27 10:58:00,65
152,2020-01-27 10:58:00,2020-01-27 11:00:00,65
153,2020-02-03 10:00:00,2020-02-03 10:21:00,66
154,2020-02-03 10:21:00,2020-02-03 10:50:00,66
155,2020-02-03 10:50:00,2020-02-03 10:54:00,66
156,2020-02-03 10:54:00,2020-02-03 11:00:00,66
157,2020-02-10 10:00:00,2020-02-10 10:44:00,67
158,2020-02-10 10:44:00,2020-02-10 10:51:00,67
159,2020-02-10 10:51:00,2020-02-10 11:00:00,67
160,2020-02-17 10:00:00,2020-02-17 10:32:00,68
161,2020-02-17 10:32:00,2020-02-17 10:41:00,68
162,2020-02-17 10:41:00,2020-02-17 11:00:00,68
163,2020-02-24 10:00:00,2020-02-24 10:14:00,69
164,2020-02-24 10:14:00,2020-02-24 10:33:00,69
165,2020-02-24 10:33:00,2020-02-24 11:00:00,69
166,2020-03-02 10:00:00,2020-03-02 10:05:00,70
167,2020-03-02 10:05:00,2020-03-02 10:17:00,70
168,2020-03-02 10:17:00,2020-03-02 10:42:00,70
169,2020-03-02 10:42:00,2020-03-02 11:00:00,70
170,2020-03-09 10:00:00,2020-03-09 11:00:00,71
171,2020-03-16 10:00:00,2020-03-16 10:46:00,72
172,2020-03-16 10:46:00,2020-03-16 11:00:00,72
173,2020-03-23 10:00:00,2020-03-23 10:28:00,73
174,2020-03-23 10:28:00,2020-03-23 11:00:00,73
175,2020-03-30 10:00:00,2020-03-30 10:49:00,74
176,2020-03-30 10:49:00,2020-03-30 11:00:00,74
177,2020-04-06 10:00:00,2020-04-06 11:00:00,75
178,2020-04-13 10:00:00,2020-04-13 10:21:00,76
179,2020-04-13 10:21:00,2020-04-13 10:46:00,76
180,2020-04-13 10:46:00,2020-04-13 10:55:00,76
181,2020-04-13 10:55:00,2020-04-13 11:00:00,76
182,2020-04-20 10:00:00,2020-04-20 10:54:00,77
183,2020-04-20 10:54:00,2020-04-20 10:58:00,77
184,2020-04-20 10:58:00,2020-04-20 11:00:00,77
185,2020-04-27 10:00:00,2020-04-27 10:36:00,78
186,2020-04-27 10:36:00,2020-04-27 10:41:00,78
187,2020-04-27 10:41:00,2020-04-27 10:59:00,78
188,2020-04-27 10:59:00,2020-04-27 11:00:00,78
189,2020-05-04 10:00:00,2020-05-04 10:42:00,79
190,2020-05-04 10:42:00,2020-05-04 11:00:00,79
191,2020-05-11 10:00:00,2020-05-11 10:40:00,80
192,2020-05-11 10:40:00,2020-05-11 10:55:00,80
193,2020-05-11 10:55:00,2020-05-11 11:00:00,80
194,2020-05-18 10:00:00,2020-05-18 10:14:00,81
195,2020-05-18 10:14:00,2020-05-18 10:44:00,81
196,2020-05-18 10:44:00,2020-05-18 10:51:00,81
197,2020-05-18 10:51:00,2020-05-18 11:00:00,81
198,2020-05-25 10:00:00,2020-05-25 11:00:00,82
199,2020-06-01 10:00:00,2020-06-01 10:08:00,83
200,2020-06-01 10:08:00,2020-06-01 10:41:00,83
201,2020-06-01 10:41:00,2020-06-01 10:56:00,83
202,2020-06-01 10:56:00,2020-06-01 11:00:00,83
203,2020-06-08 10:00:00,2020-06-08 10:03:00,84
204,2020-06-08 10:03:00,2020-06-08 11:00:00,84
205,2020-06-15 10:00:00,2020-06-15 10:16:00,85
206,2020-06-15 10:16:00,2020-06-15 11:00:00,85
207,2020-06-22 10:00:00,2020-06-22 10:27:00,86
208,2020-06-22 10:27:00,2020-06-22 10:32:00,86
209,2020-06-22 10:32:00,2020-06-22 10:59:00,86
210,2020-06-22 10:59:00,2020-06-22 11:00:00,86
211,2020-10-06 15:00:00,2020-10-06 15:30:00,87
212,2020-10-13 15:00:00,2020-10-13 15:18:00,88
213,2020-10-13 15:18:00,2020-10-13 15:30:00,88
214,2020-10-20 15:00:00,2020-10-20 15:28:00,89
215,2020-10-20 15:28:00,2020-10-20 15:29:00,89
216,2020-10-20 15:29:00,2020-10-20 15:30:00,89
217,2020-10-27 15:00:00,2020-10-27 15:12:00,90
218,2020-10-27 15:12:00,2020-10-27 15:19:00,90
219,2020-10-27 15:19:00,2020-10-27 15:30:00,90
220,2020-11-03 15:00:00,2020-11-03 15:15:00,91
221,2020-11-03 15:15:00,2020-11-03 15:30:00,91
222,2020-11-10 15:00:00,2020-11-10 15:27:00,92
223,2020-11-10 15:27:00,2020-11-10 15:30:00,92
224,2020-11-17 15:00:00,2020-11-17 15:08:00,93
225,2020-11-17 15:08:00,2020-11-17 15:30:00,93
226,2020-11-24 15:00:00,2020-11-24 15:03:00,94
227,2020-11-24 15:03:00,2020-11-24 15:23:00,94
228,2020-11-24 15:23:00,2020-11-24 15:26:00,94
229,2020-11-24 15:26:00,2020-11-24 15:30:00,94
230,2020-12-01 15:00:00,2020-12-01 15:11:00,95
231,2020-12-01 15:11:00,2020-12-01 15:21:00,95
232,2020-12-01 15:21:00,2020-12-01 15:23:00,95
233,2020-12-01 15:23:00,2020-12-01 15:30:00,95
234,2020-12-08 15:00:00,2020-12-08 15:12:00,96
235,2020-12-08 15:12:00,2020-12-08 15:15:00,96
236,2020-12-08 15:15:00,2020-12-08 15:19:00,96
237,2020-12-08 15:19:00,2020-12-08 15:30:00,96
238,2020-12-15 15:00:00,2020-12-15 15:08:00,97
239,2020-12-15 15:08:00,2020-12-15 15:09:00,97
240,2020-12-15 15:09:00,2020-12-15 15:25:00,97
241,2020-12-15 15:25:00,2020-12-15 15:30:00,97
242,2020-12-22 15:00:00,2020-12-22 15:17:00,98
243,2020-12-22 15:17:00,2020-12-22 15:30:00,98
244,2020-10-07 13:00:00,2020-10-07 13:07:00,99
245,2020-10-07 13:07:00,2020-10-07 13:30:00,99
246,2020-10-14 13:00:00,2020-10-14 13:21:00,100
247,2020-10-14 13:21:00,2020-10-14 13:28:00,100
248,2020-10-14 13:28:00,2020-10-14 13:30:00,100
249,2020-10-21 13:00:00,2020-10-21 13:15:00,101
250,2020-10-21 13:15:00,2020-10-21 13:30:00,101
251,2020-10-28 13:00:00,2020-10-28 13:21:00,102
252,2020-10-28 13:21:00,2020-10-28 13:24:00,102
253,2020-10-28 13:24:00,2020-10-28 13:30:00,102
254,2020-11-04 13:00:00,2020-11-04 13:27:00,103
255,2020-11-04 13:27:00,2020-11-04 13:30:00,103
256,2020-11-11 13:00:00,2020-11-11 13:12:00,104
257,2020-11-11 13:12:00,2020-11-11 13:17:00,104
258,2020-11-11 13:17:00,2020-11-11 13:27:00,104
259,2020-11-11 13:27:00,2020-11-11 13:30:00,104
260,2020-11-18 13:00:00,2020-11-18 13:09:00,105
261,2020-11-18 13:09:00,2020-11-18 13:16:00,105
262,2020-11-18 13:16:00,2020-11-18 13:18:00,105
263,2020-11-18 13:18:00,2020-11-18 13:30:00,105
264,2020-11-25 13:00:00,2020-11-25 13:15:00,106
265,2020-11-25 13:15:00,2020-11-25 13:30:00,106
266,2020-12-02 13:00:00,2020-12-02 13:06:00,107
267,2020-12-02 13:06:00,2020-12-02 13:08:00,107
268,2020-12-02 13:08:00,2020-12-02 13:18:00,107
269,2020-12-02 13:18:00,2020-12-02 13:30:00,107
270,2020-12-09 13:00:00,2020-12-09 13:30:00,108
271,2020-12-16 13:00:00,2020-12-16 13:21:00,109
272,2020-12-16 13:21:00,2020-12-16 13:23:00,109
273,2020-12-16 13:23:00,2020-12-16 13:30:00,109
274,2020-12-23 13:00:00,2020-12-23 13:08:00,110
275,2020-12-23 13:08:00,2020-12-23 13:25:00,110
276,2020-12-23 13:25:00,2020-12-23 13:26:00,110
277,2020-12-23 13:26:00,2020-12-23 13:30:00,110
278,2020-07-09 12:00:00,2020-07-09 12:31:00,111
279,2020-07-09 12:31:00,2020-07-09 13:30:00,111
280,2020-07-16 12:00:00,2020-07-16 13:04:00,112
281,2020-07-16 13:04:00,2020-07-16 13:30:00,112
282,2020-07-23 12:00:00,2020-07-23 13:30:00,113
283,2020-07-30 12:00:00,2020-07-30 13:17:00,114
284,2020-07-30 13:17:00,2020-07-30 13:30:00,114
285,2020-08-06 12:00:00,2020-08-06 13:16:00,115
286,2020-08-06 13:16:00,2020-08-06 13:30:00,115
287,2020-08-13 12:00:00,2020-08-13 13:30:00,116
288,2020-08-20 12:00:00,2020-08-20 12:13:00,117
289,2020-08-20 12:13:00,2020-08-20 12:48:00,117
290,2020-08-20 12:48:00,2020-08-20 13:30:00,117
291,2020-08-27 12:00:00,2020-08-27 13:15:00,118
292,2020-08-27 13:15:00,2020-08-27 13:22:00,118
293,2020-08-27 13:22:00,2020-08-27 13:30:00,118
294,2020-09-03 12:00:00,2020-09-03 13:30:00,119
295,2020-09-10 12:00:00,2020-09-10 12:08:00,120
296,2020-09-10 12:08:00,2020-09-10 12:53:00,120
297,2020-09-10 12:53:00,2020-09-10 13:15:00,120
298,2020-09-10 13:15:00,2020-09-10 13:30:00,120
299,2020-09-17 12:00:00,2020-09-17 12:50:00,121
300,2020-09-17 12:50:00,2020-09-17 12:52:00,121
301,2020-09-17 12:52:00,2020-09-17 13:11:00,121
302,2020-09-17 13:11:00,2020-09-17 13:30:00,121
303,2020-09-24 12:00:00,2020-09-24 12:12:00,122
304,2020-09-24 12:12:00,2020-09-24 13:30:00,122
305,2020-10-01 12:00:00,2020-10-01 13:07:00,123
306,2020-10-01 13:07:00,2020-10-01 13:30:00,123
307,2020-10-08 12:00:00,2020-10-08 12:41:00,124
308,2020-10-08 12:41:00,2020-10-08 12:42:00,124
309,2020-10-08 12:42:00,2020-10-08 12:59:00,124
310,2020-10-08 12:59:00,2020-10-08 13:30:00,124
311,2020-10-15 12:00:00,2020-10-15 12:43:00,125
312,2020-10-15 12:43:00,2020-10-15 13:30:00,125
313,2020-10-22 12:00:00,2020-10-22 12:39:00,126
314,2020-10-22 12:39:00,2020-10-22 13:30:00,126
315,2020-10-29 12:00:00,2020-10-29 13:24:00,127
316,2020-10-29 13:24:00,2020-10-29 13:27:00,127
317,2020-10-29 13:27:00,2020-10-29 13:28:00,127
318,2020-10-29 13:28:00,2020-10-29 13:30:00,127
319,2020-11-05 12:00:00,2020-11-05 12:11:00,128
320,2020-11-05 12:11:00,2020-11-05 12:59:00,128
321,2020-11-05 12:59:00,2020-11-05 13:30:00,128
322,2020-11-12 12:00:00,2020-11-12 12:04:00,129
323,2020-11-12 12:04:00,2020-11-12 12:54:00,129
324,2020-11-12 12:54:00,2020-11-12 13:23:00,129
325,2020-11-12 13:23:00,2020-11-12 13:30:00,129
326,2020-11-19 12:00:00,2020-11-19 13:06:00,130
327,2020-11-19 13:06:00,2020-11-19 13:26:00,130
328,2020-11-19 13:26:00,2020-11-19 13:30:00,130
329,2020-11-26 12:00:00,2020-11-26 13:19:00,131
330,2020-11-26 13:19:00,2020-11-26 13:29:00,131
331,2020-11-26 13:29:00,2020-11-26 13:30:00,131
332,2020-12-03 12:00:00,2020-12-03 13:30:00,132
333,2020-12-10 12:00:00,2020-12-10 13:30:00,133
334,2020-12-17 12:00:00,2020-12-17 12:26:00,134
335,2020-12-17 12:26:00,2020-12-17 13:29:00,134
336,2020-12-17 13:29:00,2020-12-17 13:30:00,134
337,2020-12-24 12:00:00,2020-12-24 13:06:00,135
338,2020-12-24 13:06:00,2020-12-24 13:19:00,135
339,2020-12-24 13:19:00,2020-12-24 13:30:00,135
340,2020-04-07 08:00:00,2020-04-07 08:46:00,136
341,2020-04-07 08:46:00,2020-04-07 08:58:00,136
342,2020-04-07 08:58:00,2020-04-07 09:00:00,136
343,2020-04-14 08:00:00,2020-04-14 09:00:00,137
344,2020-04-21 08:00:00,2020-04-21 08:21:00,138
345,2020-04-21 08:21:00,2020-04-21 08:34:00,138
346,2020-04-21 08:34:00,2020-04-21 09:00:00,138
347,2020-04-28 08:00:00,2020-04-28 08:50:00,139
348,2020-04-28 08:50:00,2020-04-28 08:53:00,139
349,2020-04-28 08:53:00,2020-04-28 08:59:00,139
350,2020-04-28 08:59:00,2020-04-28 09:00:00,139
351,2020-05-05 08:00:00,2020-05-05 08:23:00,140
352,2020-05-05 08:23:00,2020-05-05 09:00:00,140
353,2020-05-12 08:00:00,2020-05-12 08:12:00,141
354,2020-05-12 08:12:00,2020-05-12 08:56:00,141
355,2020-05-12 08:56:00,2020-05-12 08:59:00,141
356,2020-05-12 08:59:00,2020-05-12 09:00:00,141
357,2020-05-19 08:00:00,2020-05-19 08:27:00,142
358,2020-05-19 08:27:00,2020-05-19 08:51:00,142
359,2020-05-19 08:51:00,2020-05-19 08:53:00,142
360,2020-05-19 08:53:00,2020-05-19 09:00:00,142
361,2020-05-26 08:00:00,2020-05-26 08:09:00,143
362,2020-05-26 08:09:00,2020-05-26 08:16:00,143
363,2020-05-26 08:16:00,2020-05-26 08:17:00,143
364,2020-05-26 08:17:00,2020-05-26 09:00:00,143
365,2020-06-02 08:00:00,2020-06-02 08:16:00,144
366,2020-06-02 08:16:00,2020-06-02 08:42:00,144
367,2020-06-02 08:42:00,2020-06-02 08:46:00,144
368,2020-06-02 08:46:00,2020-06-02 09:00:00,144
369,2020-06-09 08:00:00,2020-06-09 09:00:00,145
370,2020-06-16 08:00:00,2020-06-16 08:20:00,146
371,2020-06-16 08:20:00,2020-06-16 09:00:00,146
372,2020-06-23 08:00:00,2020-06-23 09:00:00,147
373,2020-01-08 13:00:00,2020-01-08 13:48:00,148
374,2020-01-08 13:48:00,2020-01-08 15:00:00,148
375,2020-01-15 13:00:00,2020-01-15 13:34:00,149
376,2020-01-15 13:34:00,2020-01-15 14:44:00,149
377,2020-01-15 14:44:00,2020-01-15 14:50:00,149
378,2020-01-15 14:50:00,2020-01-15 15:00:00,149
379,2020-01-22 13:00:00,2020-01-22 13:02:00,150
380,2020-01-22 13:02:00,2020-01-22 13:16:00,150
381,2020-01-22 13:16:00,2020-01-22 13:17:00,150
382,2020-01-22 13:17:00,2020-01-22 15:00:00,150
383,2020-01-29 13:00:00,2020-01-29 14:33:00,151
384,2020-01-29 14:33:00,2020-01-29 14:40:00,151
385,2020-01-29 14:40:00,2020-01-29 15:00:00,151
386,2020-02-05 13:00:00,2020-02-05 15:00:00,152
387,2020-02-12 13:00:00,2020-02-12 14:54:00,153
388,2020-02-12 14:54:00,2020-02-12 14:55:00,153
389,2020-02-12 14:55:00,2020-02-12 15:00:00,153
390,2020-02-19 13:00:00,2020-02-19 14:35:00,154
391,2020-02-19 14:35:00,2020-02-19 14:37:00,154
392,2020-02-19 14:37:00,2020-02-19 15:00:00,154
393,2020-02-26 13:00:00,2020-02-26 15:00:00,155
394,2020-03-04 13:00:00,2020-03-04 13:57:00,156
395,2020-03-04 13:57:00,2020-03-04 15:00:00,156
396,2020-03-11 13:00:00,2020-03-11 14:00:00,157
397,2020-03-11 14:00:00,2020-03-11 15:00:00,157
398,2020-03-18 13:00:00,2020-03-18 13:57:00,158
399,2020-03-18 13:57:00,2020-03-18 15:00:00,158
400,2020-03-25 13:00:00,2020-03-25 15:00:00,159
401,2020-04-01 13:00:00,2020-04-01 13:03:00,160
402,2020-04-01 13:03:00,2020-04-01 13:19:00,160
403,2020-04-01 13:19:00,2020-04-01 13:32:00,160
404,2020-04-01 13:32:00,2020-04-01 15:00:00,160
405,2020-04-08 13:00:00,2020-04-08 15:00:00,161
406,2020-04-15 13:00:00,2020-04-15 13:27:00,162
407,2020-04-15 13:27:00,2020-04-15 14:00:00,162
408,2020-04-15 14:00:00,2020-04-15 14:47:00,162
409,2020-04-15 14:47:00,2020-04-15 15:00:00,162
410,2020-04-22 13:00:00,2020-04-22 14:00:00,163
411,2020-04-22 14:00:00,2020-04-22 15:00:00,163
412,2020-04-29 13:00:00,2020-04-29 13:24:00,164
413,2020-04-29 13:24:00,2020-04-29 14:19:00,164
414,2020-04-29 14:19:00,2020-04-29 15:00:00,164
415,2020-05-06 13:00:00,2020-05-06 15:00:00,165
416,2020-05-13 13:00:00,2020-05-13 14:18:00,166
417,2020-05-13 14:18:00,2020-05-13 14:33:00,166
418,2020-05-13 14:33:00,2020-05-13 14:43:00,166
419,2020-05-13 14:43:00,2020-05-13 15:00:00,166
420,2020-05-20 13:00:00,2020-05-20 14:01:00,167
421,2020-05-20 14:01:00,2020-05-20 14:42:00,167
422,2020-05-20 14:42:00,2020-05-20 15:00:00,167
423,2020-05-27 13:00:00,2020-05-27 14:53:00,168
424,2020-05-27 14:53:00,2020-05-27 14:59:00,168
425,2020-05-27 14:59:00,2020-05-27 15:00:00,168
426,2020-06-03 13:00:00,2020-06-03 14:40:00,169
427,2020-06-03 14:40:00,2020-06-03 14:46:00,169
428,2020-06-03 14:46:00,2020-06-03 15:00:00,169
429,2020-06-10 13:00:00,2020-06-10 14:56:00,170
430,2020-06-10 14:56:00,2020-06-10 15:00:00,170
431,2020-06-17 13:00:00,2020-06-17 14:23:00,171
432,2020-06-17 14:23:00,2020-06-17 14:25:00,171
433,2020-06-17 14:25:00,2020-06-17 15:00:00,171
434,2020-06-24 13:00:00,2020-06-24 14:20:00,172
435,2020-06-24 14:20:00,2020-06-24 14:39:00,172
436,2020-06-24 14:39:00,2020-06-24 14:47:00,172
437,2020-06-24 14:47:00,2020-06-24 15:00:00,172
438,2020-10-08 16:00:00,2020-10-08 16:45:00,173
439,2020-10-08 16:45:00,2020-10-08 16:55:00,173
440,2020-10-08 16:55:00,2020-10-08 16:58:00,173
441,2020-10-08 16:58:00,2020-10-08 17:00:00,173
442,2020-10-15 16:00:00,2020-10-15 17:00:00,174
443,2020-10-22 16:00:00,2020-10-22 16:58:00,175
444,2020-10-22 16:58:00,2020-10-22 16:59:00,175
445,2020-10-22 16:59:00,2020-10-22 17:00:00,175
446,2020-10-29 16:00:00,2020-10-29 17:00:00,176
447,2020-11-05 16:00:00,2020-11-05 16:05:00,177
448,2020-11-05 16:05:00,2020-11-05 17:00:00,177
449,2020-11-12 16:00:00,2020-11-12 16:43:00,178
450,2020-11-12 16:43:00,2020-11-12 17:00:00,178
451,2020-11-19 16:00:00,2020-11-19 16:40:00,179
452,2020-11-19 16:40:00,2020-11-19 16:49:00,179
453,2020-11-19 16:49:00,2020-11-19 16:53:00,179
454,2020-11-19 16:53:00,2020-11-19 17:00:00,179
455,2020-11-26 16:00:00,2020-11-26 16:02:00,180
456,2020-11-26 16:02:00,2020-11-26 16:37:00,180
457,2020-11-26 16:37:00,2020-11-26 16:53:00,180
458,2020-11-26 16:53:00,2020-11-26 17:00:00,180
459,2020-12-03 16:00:00,2020-12-03 17:00:00,181
460,2020-12-10 16:00:00,2020-12-10 16:54:00,182
461,2020-12-10 16:54:00,2020-12-10 16:58:00,182
462,2020-12-10 16:58:00,2020-12-10 17:00:00,182
463,2020-12-17 16:00:00,2020-12-17 16:05:00,183
464,2020-12-17 16:05:00,2020-12-17 16:08:00,183
