recording_id,user_id,segment_id,watched_from,watched_to
1396,0,67,2020-03-10 17:43:54,2020-03-10 17:59:37
1396,0,68,2020-03-10 17:50:27,2020-03-10 17:59:31
1420,0,69,2020-05-19 17:44:21,2020-05-19 17:54:13
1420,0,70,2020-05-19 17:42:35,2020-05-19 17:57:18
1420,0,71,2020-05-19 17:15:16,2020-05-19 17:19:01
1410,0,72,2020-04-14 17:32:45,2020-04-14 17:37:18
1393,0,73,2020-03-03 17:52:00,2020-03-03 17:52:00
1393,0,74,2020-03-03 17:51:10,2020-03-03 17:51:20
1393,0,75,2020-03-03 17:51:14,2020-03-03 17:51:42
1407,0,76,2020-04-07 17:59:10,2020-04-07 17:59:32
1428,0,77,2020-06-09 17:52:30,2020-06-09 17:52:54
1428,0,78,2020-06-09 17:48:13,2020-06-09 17:51:14
1428,0,79,2020-06-09 17:49:14,2020-06-09 17:50:07
1421,0,80,2020-05-26 17:05:42,2020-05-26 17:25:53
1421,0,81,2020-05-26 17:07:32,2020-05-26 17:14:05
1366,0,82,2020-01-07 17:58:43,2020-01-07 17:59:02
1366,0,83,2020-01-07 17:57:38,2020-01-07 17:57:47
1372,0,84,2020-01-21 17:57:49,2020-01-21 17:58:33
1429,0,85,2020-06-09 17:53:31,2020-06-09 17:56:19
3554,0,86,2020-11-18 11:27:50,2020-11-18 11:28:49
3554,0,87,2020-11-18 11:26:13,2020-11-18 11:27:03
3554,0,88,2020-11-18 11:20:33,2020-11-18 11:26:44
3558,0,89,2020-11-25 11:26:32,2020-11-25 11:26:57
3558,0,90,2020-11-25 11:27:10,2020-11-25 11:27:27
3558,0,91,2020-11-25 11:26:49,2020-11-25 11:26:52
3536,0,92,2020-10-07 11:28:53,2020-10-07 11:29:51
3536,0,93,2020-10-07 11:28:50,2020-10-07 11:29:11
3536,0,94,2020-10-07 11:29:30,2020-10-07 11:29:30
3535,0,95,2020-10-07 11:23:58,2020-10-07 11:26:22
3535,0,96,2020-10-07 11:26:00,2020-10-07 11:27:21
3563,0,97,2020-12-09 11:00:47,2020-12-09 11:03:18
3563,0,98,2020-12-09 11:02:06,2020-12-09 11:02:22
3563,0,99,2020-12-09 11:03:01,2020-12-09 11:03:39
3550,0,100,2020-11-11 11:07:38,2020-11-11 11:09:23
3550,0,101,2020-11-11 11:07:43,2020-11-11 11:09:12
3550,0,102,2020-11-11 11:08:08,2020-11-11 11:09:11
3534,0,103,2020-10-07 11:08:51,2020-10-07 11:12:28
3534,0,104,2020-10-07 11:07:28,2020-10-07 11:11:54
3539,0,105,2020-10-14 11:26:23,2020-10-14 11:26:38
3539,0,106,2020-10-14 11:26:05,2020-10-14 11:26:14
3539,0,107,2020-10-14 11:25:03,2020-10-14 11:27:22
3551,0,108,2020-11-11 11:24:15,2020-11-11 11:26:20
3551,0,109,2020-11-11 11:23:03,2020-11-11 11:29:14
3551,0,110,2020-11-11 11:20:50,2020-11-11 11:24:21
3565,0,111,2020-12-09 11:27:06,2020-12-09 11:27:48
3565,0,112,2020-12-09 11:29:11,2020-12-09 11:29:38
3541,0,113,2020-10-21 11:06:17,2020-10-21 11:09:16
3541,0,114,2020-10-21 11:07:38,2020-10-21 11:08:57
3541,0,115,2020-10-21 11:04:18,2020-10-21 11:07:33
3549,0,116,2020-11-11 11:02:30,2020-11-11 11:03:37
3555,0,117,2020-11-18 11:29:48,2020-11-18 11:29:55
3559,0,118,2020-11-25 11:28:46,2020-11-25 11:29:49
3567,0,119,2020-12-23 11:19:06,2020-12-23 11:27:09
3567,0,120,2020-12-23 11:00:32,2020-12-23 11:09:06
3562,0,121,2020-12-02 11:27:44,2020-12-02 11:27:55
3562,0,122,2020-12-02 11:25:22,2020-12-02 11:29:42
3562,0,123,2020-12-02 11:28:35,2020-12-02 11:29:05
3557,0,124,2020-11-25 11:21:57,2020-11-25 11:24:34
3557,0,125,2020-11-25 11:22:03,2020-11-25 11:22:14
3564,0,126,2020-12-09 11:06:38,2020-12-09 11:09:33
3564,0,127,2020-12-09 11:16:38,2020-12-09 11:16:48
3553,0,128,2020-11-18 11:19:43,2020-11-18 11:19:50
3553,0,129,2020-11-18 11:19:57,2020-11-18 11:19:58
3556,0,130,2020-11-25 11:13:11,2020-11-25 11:18:05
3556,0,131,2020-11-25 11:11:22,2020-11-25 11:16:28
3556,0,132,2020-11-25 11:04:55,2020-11-25 11:12:58
3561,0,133,2020-12-02 11:22:53,2020-12-02 11:22:54
3566,0,134,2020-12-16 11:12:09,2020-12-16 11:12:16
3566,0,135,2020-12-16 11:14:30,2020-12-16 11:23:34
3547,0,136,2020-11-04 11:05:08,2020-11-04 11:10:02
3547,0,137,2020-11-04 11:06:02,2020-11-04 11:07:09
3547,0,138,2020-11-04 11:04:40,2020-11-04 11:08:30
3546,0,139,2020-11-04 11:01:16,2020-11-04 11:02:16
3546,0,140,2020-11-04 11:01:13,2020-11-04 11:02:49
3548,0,141,2020-11-04 11:26:14,2020-11-04 11:27:43
3548,0,142,2020-11-04 11:23:56,2020-11-04 11:24:32
3548,0,143,2020-11-04 11:22:59,2020-11-04 11:23:04
3537,0,144,2020-10-14 11:13:12,2020-10-14 11:17:20
3537,0,145,2020-10-14 11:20:53,2020-10-14 11:21:26
3543,0,146,2020-10-21 11:29:17,2020-10-21 11:29:57
3545,0,147,2020-10-28 11:24:57,2020-10-28 11:25:24
269,0,148,2020-12-02 13:18:45,2020-12-02 13:22:40
269,0,149,2020-12-02 13:18:50,2020-12-02 13:19:45
269,0,150,2020-12-02 13:25:30,2020-12-02 13:29:04
264,0,151,2020-11-25 13:10:50,2020-11-25 13:12:55
264,0,152,2020-11-25 13:11:35,2020-11-25 13:13:48
248,0,153,2020-10-14 13:28:57,2020-10-14 13:29:18
248,0,154,2020-10-14 13:29:36,2020-10-14 13:29:54
275,0,155,2020-12-23 13:18:10,2020-12-23 13:24:10
275,0,156,2020-12-23 13:13:08,2020-12-23 13:13:08
275,0,157,2020-12-23 13:12:54,2020-12-23 13:15:07
244,0,158,2020-10-07 13:03:55,2020-10-07 13:06:58
244,0,159,2020-10-07 13:00:50,2020-10-07 13:01:54
3005,2,160,2020-04-21 10:24:19,2020-04-21 10:27:48
3005,2,161,2020-04-21 10:27:23,2020-04-21 10:28:36
3005,2,162,2020-04-21 10:23:04,2020-04-21 10:26:57
3013,2,163,2020-05-19 10:17:43,2020-05-19 10:18:27
2999,2,164,2020-04-07 10:29:07,2020-04-07 10:29:56
2999,2,165,2020-04-07 10:29:56,2020-04-07 10:29:57
3022,2,166,2020-06-09 10:15:32,2020-06-09 10:21:56
3022,2,167,2020-06-09 10:17:26,2020-06-09 10:21:23
3022,2,168,2020-06-09 10:16:02,2020-06-09 10:25:34
3023,2,169,2020-06-09 10:29:22,2020-06-09 10:29:40
3023,2,170,2020-06-09 10:29:39,2020-06-09 10:29:55
3023,2,171,2020-06-09 10:29:32,2020-06-09 10:29:36
3000,2,172,2020-04-14 09:12:57,2020-04-14 09:15:20
3000,2,173,2020-04-14 09:07:17,2020-04-14 09:15:53
3010,2,174,2020-05-19 09:01:16,2020-05-19 09:05:42
3010,2,175,2020-05-19 09:02:06,2020-05-19 09:04:06
3009,2,176,2020-05-12 09:22:03,2020-05-12 10:18:07
3009,2,177,2020-05-12 10:29:43,2020-05-12 10:30:00
3567,2,178,2020-12-23 11:02:38,2020-12-23 11:06:33
3567,2,179,2020-12-23 11:20:54,2020-12-23 11:29:24
3567,2,180,2020-12-23 11:24:05,2020-12-23 11:24:27
3560,2,181,2020-12-02 11:00:03,2020-12-02 11:00:06
3560,2,182,2020-12-02 11:00:00,2020-12-02 11:00:26
3560,2,183,2020-12-02 11:00:39,2020-12-02 11:00:44
3535,2,184,2020-10-07 11:20:35,2020-10-07 11:26:46
3535,2,185,2020-10-07 11:23:25,2020-10-07 11:24:54
3544,2,186,2020-10-28 11:10:43,2020-10-28 11:14:03
3539,2,187,2020-10-14 11:27:02,2020-10-14 11:27:12
3539,2,188,2020-10-14 11:26:07,2020-10-14 11:26:26
3539,2,189,2020-10-14 11:25:35,2020-10-14 11:26:04
3546,2,190,2020-11-04 11:01:35,2020-11-04 11:01:57
3546,2,191,2020-11-04 11:00:33,2020-11-04 11:00:54
3561,2,192,2020-12-02 11:17:36,2020-12-02 11:22:07
3561,2,193,2020-12-02 11:21:55,2020-12-02 11:22:01
3561,2,194,2020-12-02 11:02:39,2020-12-02 11:19:12
3557,2,195,2020-11-25 11:21:43,2020-11-25 11:21:58
3557,2,196,2020-11-25 11:22:57,2020-11-25 11:24:37
3557,2,197,2020-11-25 11:24:29,2020-11-25 11:24:49
3556,2,198,2020-11-25 11:03:20,2020-11-25 11:19:45
1926,5,199,2020-03-19 11:00:30,2020-03-19 11:03:17
1926,5,200,2020-03-19 11:00:25,2020-03-19 11:03:16
1926,5,201,2020-03-19 11:03:06,2020-03-19 11:07:18
1925,5,202,2020-03-12 11:23:43,2020-03-12 11:42:33
1925,5,203,2020-03-12 11:44:07,2020-03-12 12:08:37
1924,5,204,2020-03-05 12:28:32,2020-03-05 12:28:33
1924,5,205,2020-03-05 12:24:07,2020-03-05 12:27:30
1911,5,206,2020-01-30 12:02:51,2020-01-30 12:03:36
1917,5,207,2020-02-20 11:05:55,2020-02-20 11:08:28
1917,5,208,2020-02-20 11:10:30,2020-02-20 11:21:10
1917,5,209,2020-02-20 11:17:28,2020-02-20 11:22:47
1923,5,210,2020-03-05 12:17:49,2020-03-05 12:18:52
1923,5,211,2020-03-05 11:45:44,2020-03-05 12:08:36
854,6,212,2020-07-06 16:13:22,2020-07-06 16:25:12
854,6,213,2020-07-06 16:16:38,2020-07-06 16:28:29
854,6,214,2020-07-06 16:22:40,2020-07-06 16:26:42
886,6,215,2020-09-21 16:29:06,2020-09-21 16:29:10
886,6,216,2020-09-21 16:26:39,2020-09-21 16:27:01
862,6,217,2020-07-27 16:21:56,2020-07-27 16:23:22
862,6,218,2020-07-27 16:21:10,2020-07-27 16:23:59
862,6,219,2020-07-27 16:19:07,2020-07-27 16:19:56
860,6,220,2020-07-27 16:01:47,2020-07-27 16:13:38
860,6,221,2020-07-27 16:05:36,2020-07-27 16:09:55
870,6,222,2020-08-24 16:03:52,2020-08-24 16:04:07
870,6,223,2020-08-24 16:04:48,2020-08-24 16:05:32
872,6,224,2020-08-31 16:17:41,2020-08-31 16:21:09
872,6,225,2020-08-31 16:04:27,2020-08-31 16:15:39
871,6,226,2020-08-24 16:28:53,2020-08-24 16:29:57
871,6,227,2020-08-24 16:13:28,2020-08-24 16:19:19
878,6,228,2020-09-07 16:29:24,2020-09-07 16:29:47
878,6,229,2020-09-07 16:29:38,2020-09-07 16:30:00
859,6,230,2020-07-20 16:20:25,2020-07-20 16:21:19
859,6,231,2020-07-20 16:18:24,2020-07-20 16:26:15
859,6,232,2020-07-20 16:20:17,2020-07-20 16:28:06
876,6,233,2020-09-07 16:25:00,2020-09-07 16:25:03
866,6,234,2020-08-10 16:00:12,2020-08-10 16:02:44
866,6,235,2020-08-10 16:01:49,2020-08-10 16:02:06
866,6,236,2020-08-10 16:01:47,2020-08-10 16:02:42
873,6,237,2020-08-31 16:26:10,2020-08-31 16:27:50
873,6,238,2020-08-31 16:28:22,2020-08-31 16:28:58
873,6,239,2020-08-31 16:26:52,2020-08-31 16:27:34
869,6,240,2020-08-17 16:08:00,2020-08-17 16:10:25
881,6,241,2020-09-14 16:07:23,2020-09-14 16:08:31
874,6,242,2020-08-31 16:29:02,2020-08-31 16:29:56
874,6,243,2020-08-31 16:29:21,2020-08-31 16:29:51
883,6,244,2020-09-21 16:01:03,2020-09-21 16:01:33
883,6,245,2020-09-21 16:02:35,2020-09-21 16:07:44
861,6,246,2020-07-27 16:17:17,2020-07-27 16:18:29
861,6,247,2020-07-27 16:16:18,2020-07-27 16:17:54
861,6,248,2020-07-27 16:17:00,2020-07-27 16:18:34
865,6,249,2020-08-03 16:28:47,2020-08-03 16:29:57
865,6,250,2020-08-03 16:26:16,2020-08-03 16:26:57
865,6,251,2020-08-03 16:25:45,2020-08-03 16:29:23
882,6,252,2020-09-14 16:16:52,2020-09-14 16:28:24
882,6,253,2020-09-14 16:26:51,2020-09-14 16:29:52
882,6,254,2020-09-14 16:13:53,2020-09-14 16:25:57
863,6,255,2020-07-27 16:27:02,2020-07-27 16:29:15
863,6,256,2020-07-27 16:25:36,2020-07-27 16:28:36
879,6,257,2020-09-14 16:00:12,2020-09-14 16:00:49
2277,6,258,2020-05-18 16:29:21,2020-05-18 16:29:32
2277,6,259,2020-05-18 16:27:47,2020-05-18 16:29:41
2277,6,260,2020-05-18 16:25:44,2020-05-18 16:25:57
2270,6,261,2020-05-04 16:03:56,2020-05-04 16:06:35
2270,6,262,2020-05-04 16:02:52,2020-05-04 16:05:39
2280,6,263,2020-06-08 16:00:40,2020-06-08 16:01:26
2280,6,264,2020-06-08 16:00:17,2020-06-08 16:00:21
2278,6,265,2020-05-25 16:13:15,2020-05-25 16:16:20
2278,6,266,2020-05-25 16:08:03,2020-05-25 16:14:02
2278,6,267,2020-05-25 16:15:19,2020-05-25 16:23:01
2279,6,268,2020-06-01 16:27:18,2020-06-01 16:29:27
2261,6,269,2020-04-13 16:13:05,2020-04-13 16:13:33
2283,6,270,2020-06-08 16:24:07,2020-06-08 16:29:15
2283,6,271,2020-06-08 16:14:35,2020-06-08 16:26:34
2267,6,272,2020-04-27 16:02:45,2020-04-27 16:03:36
2274,6,273,2020-05-18 16:09:09,2020-05-18 16:09:15
2273,6,274,2020-05-11 16:17:56,2020-05-11 16:25:34
2275,6,275,2020-05-18 16:14:58,2020-05-18 16:14:59
2275,6,276,2020-05-18 16:13:11,2020-05-18 16:13:12
2275,6,277,2020-05-18 16:13:12,2020-05-18 16:14:45
3246,6,278,2020-05-07 14:25:05,2020-05-07 14:29:45
3246,6,279,2020-05-07 13:08:02,2020-05-07 13:29:55
3240,6,280,2020-04-16 14:19:52,2020-04-16 14:25:54
3255,6,281,2020-06-04 13:33:07,2020-06-04 13:51:16
3255,6,282,2020-06-04 13:58:35,2020-06-04 14:01:44
3255,6,283,2020-06-04 13:18:15,2020-06-04 13:47:01
3244,6,284,2020-04-30 13:47:20,2020-04-30 13:58:05
3244,6,285,2020-04-30 13:48:09,2020-04-30 14:03:34
3218,6,286,2020-02-20 13:32:27,2020-02-20 13:45:31
3213,6,287,2020-02-06 13:47:37,2020-02-06 14:05:50
3227,6,288,2020-03-19 13:57:14,2020-03-19 14:00:08
3227,6,289,2020-03-19 13:31:44,2020-03-19 13:43:27
3235,6,290,2020-04-02 14:23:04,2020-04-02 14:29:16
3264,6,291,2020-06-25 13:41:43,2020-06-25 13:42:14
3264,6,292,2020-06-25 13:41:21,2020-06-25 13:42:07
3264,6,293,2020-06-25 13:42:12,2020-06-25 13:42:46
3221,6,294,2020-02-27 14:29:42,2020-02-27 14:29:44
3221,6,295,2020-02-27 14:29:40,2020-02-27 14:29:40
3220,6,296,2020-02-27 13:37:20,2020-02-27 13:46:14
3220,6,297,2020-02-27 13:03:55,2020-02-27 13:56:11
3220,6,298,2020-02-27 13:42:34,2020-02-27 14:00:46
3209,6,299,2020-01-23 14:18:55,2020-01-23 14:20:48
3259,6,300,2020-06-11 14:26:23,2020-06-11 14:26:29
3259,6,301,2020-06-11 14:26:35,2020-06-11 14:26:56
3259,6,302,2020-06-11 14:26:52,2020-06-11 14:26:57
3236,6,303,2020-04-09 13:55:03,2020-04-09 14:17:51
3251,6,304,2020-05-21 14:25:56,2020-05-21 14:28:52
3251,6,305,2020-05-21 14:27:09,2020-05-21 14:28:48
3251,6,306,2020-05-21 14:19:19,2020-05-21 14:27:51
3262,6,307,2020-06-18 14:17:34,2020-06-18 14:20:07
3225,6,308,2020-03-12 13:22:39,2020-03-12 14:00:50
3225,6,309,2020-03-12 13:26:17,2020-03-12 13:31:54
3208,6,310,2020-01-23 13:54:01,2020-01-23 13:54:57
3219,6,311,2020-02-20 14:08:33,2020-02-20 14:08:41
3226,6,312,2020-03-12 14:12:36,2020-03-12 14:30:00
3226,6,313,2020-03-12 14:14:45,2020-03-12 14:15:56
3226,6,314,2020-03-12 14:09:51,2020-03-12 14:19:59
3216,6,315,2020-02-13 13:52:40,2020-02-13 13:59:49
3216,6,316,2020-02-13 14:18:44,2020-02-13 14:21:35
3216,6,317,2020-02-13 14:27:11,2020-02-13 14:28:43
3257,6,318,2020-06-04 14:21:31,2020-06-04 14:24:07
3257,6,319,2020-06-04 14:08:25,2020-06-04 14:24:57
3230,6,320,2020-03-26 13:00:24,2020-03-26 13:03:00
3230,6,321,2020-03-26 13:30:02,2020-03-26 13:31:54
3230,6,322,2020-03-26 13:19:07,2020-03-26 13:20:45
3249,6,323,2020-05-21 13:02:29,2020-05-21 13:12:43
3248,6,324,2020-05-14 14:15:10,2020-05-14 14:19:25
3248,6,325,2020-05-14 14:02:07,2020-05-14 14:09:12
3248,6,326,2020-05-14 13:41:25,2020-05-14 13:52:47
3203,6,327,2020-01-09 13:56:22,2020-01-09 14:08:04
3233,6,328,2020-04-02 13:15:40,2020-04-02 13:50:49
3233,6,329,2020-04-02 13:28:03,2020-04-02 13:59:43
3233,6,330,2020-04-02 13:54:24,2020-04-02 14:07:53
3204,6,331,2020-01-09 14:26:27,2020-01-09 14:26:51
3204,6,332,2020-01-09 14:28:52,2020-01-09 14:28:57
3204,6,333,2020-01-09 14:28:40,2020-01-09 14:28:56
3261,6,334,2020-06-11 14:29:41,2020-06-11 14:29:51
3261,6,335,2020-06-11 14:29:18,2020-06-11 14:29:25
3207,6,336,2020-01-23 13:13:20,2020-01-23 13:37:01
3207,6,337,2020-01-23 13:17:07,2020-01-23 13:20:54
3256,6,338,2020-06-04 14:05:48,2020-06-04 14:05:58
3256,6,339,2020-06-04 14:02:08,2020-06-04 14:03:59
3210,6,340,2020-01-30 13:03:24,2020-01-30 13:36:37
3258,6,341,2020-06-11 14:02:57,2020-06-11 14:19:28
3211,6,342,2020-01-30 14:05:46,2020-01-30 14:05:56
3211,6,343,2020-01-30 13:59:41,2020-01-30 14:00:34
3211,6,344,2020-01-30 14:00:21,2020-01-30 14:00:42
3245,6,345,2020-04-30 14:23:25,2020-04-30 14:24:48
3238,6,346,2020-04-16 13:16:51,2020-04-16 13:21:50
3238,6,347,2020-04-16 13:08:14,2020-04-16 13:17:54
3232,6,348,2020-03-26 14:28:52,2020-03-26 14:29:17
3253,6,349,2020-05-28 14:05:13,2020-05-28 14:05:41
3253,6,350,2020-05-28 14:05:20,2020-05-28 14:05:42
3253,6,351,2020-05-28 14:05:38,2020-05-28 14:05:51
3206,6,352,2020-01-16 13:11:36,2020-01-16 13:29:22
3242,6,353,2020-04-23 13:14:32,2020-04-23 13:32:59
3242,6,354,2020-04-23 13:16:11,2020-04-23 13:49:18
3265,6,355,2020-06-25 14:23:37,2020-06-25 14:28:19
3265,6,356,2020-06-25 13:51:52,2020-06-25 14:24:23
3265,6,357,2020-06-25 14:19:43,2020-06-25 14:21:43
3239,6,358,2020-04-16 13:42:09,2020-04-16 14:00:02
3239,6,359,2020-04-16 13:35:39,2020-04-16 14:03:30
3239,6,360,2020-04-16 14:10:28,2020-04-16 14:11:51
13,6,361,2020-03-02 09:13:21,2020-03-02 09:17:53
19,6,362,2020-03-16 08:35:31,2020-03-16 08:41:17
19,6,363,2020-03-16 09:09:28,2020-03-16 09:14:36
19,6,364,2020-03-16 09:29:29,2020-03-16 09:29:34
0,6,365,2020-01-06 08:39:46,2020-01-06 09:02:47
7,6,366,2020-02-10 08:32:50,2020-02-10 08:33:00
7,6,367,2020-02-10 08:22:52,2020-02-10 08:28:07
23,6,368,2020-03-30 08:01:39,2020-03-30 08:04:06
23,6,369,2020-03-30 08:03:50,2020-03-30 08:04:48
33,6,370,2020-04-27 08:28:52,2020-04-27 08:55:51
33,6,371,2020-04-27 08:14:08,2020-04-27 08:25:54
14,6,372,2020-03-02 09:29:35,2020-03-02 09:30:00
36,6,373,2020-05-04 08:54:31,2020-05-04 08:55:01
36,6,374,2020-05-04 09:08:59,2020-05-04 09:08:59
1,6,375,2020-01-06 09:08:29,2020-01-06 09:09:39
24,6,376,2020-03-30 08:26:34,2020-03-30 08:55:41
2,6,377,2020-01-13 08:34:00,2020-01-13 09:24:19
8,6,378,2020-02-10 08:57:20,2020-02-10 09:13:02
8,6,379,2020-02-10 08:45:07,2020-02-10 09:23:47
8,6,380,2020-02-10 08:49:29,2020-02-10 09:17:07
6,6,381,2020-02-03 08:42:19,2020-02-03 09:22:29
42,6,382,2020-05-18 09:01:32,2020-05-18 09:02:25
42,6,383,2020-05-18 09:00:36,2020-05-18 09:02:46
4,6,384,2020-01-27 08:29:45,2020-01-27 08:33:49
28,6,385,2020-04-13 09:27:05,2020-04-13 09:27:55
49,6,386,2020-06-15 09:01:19,2020-06-15 09:25:28
49,6,387,2020-06-15 08:45:27,2020-06-15 08:50:24
53,6,388,2020-06-22 09:29:30,2020-06-22 09:29:45
53,6,389,2020-06-22 09:29:55,2020-06-22 09:29:56
53,6,390,2020-06-22 09:29:15,2020-06-22 09:29:27
10,6,391,2020-02-17 09:29:23,2020-02-17 09:29:49
10,6,392,2020-02-17 09:28:35,2020-02-17 09:29:47
10,6,393,2020-02-17 09:29:56,2020-02-17 09:29:59
17,6,394,2020-03-09 09:26:26,2020-03-09 09:29:20
17,6,395,2020-03-09 09:27:47,2020-03-09 09:28:19
17,6,396,2020-03-09 09:25:35,2020-03-09 09:27:23
5,6,397,2020-01-27 08:52:03,2020-01-27 09:07:23
26,6,398,2020-04-13 08:29:29,2020-04-13 08:31:12
26,6,399,2020-04-13 08:19:52,2020-04-13 08:23:07
20,6,400,2020-03-23 08:13:37,2020-03-23 08:16:22
22,6,401,2020-03-23 08:52:27,2020-03-23 09:29:14
9,6,402,2020-02-17 08:39:25,2020-02-17 09:10:48
9,6,403,2020-02-17 09:13:47,2020-02-17 09:14:33
9,6,404,2020-02-17 09:13:37,2020-02-17 09:14:09
31,6,405,2020-04-20 09:19:09,2020-04-20 09:22:55
35,6,406,2020-05-04 08:29:07,2020-05-04 08:37:46
35,6,407,2020-05-04 08:11:23,2020-05-04 08:34:26
18,6,408,2020-03-16 08:12:28,2020-03-16 08:17:44
34,6,409,2020-04-27 09:29:04,2020-04-27 09:29:13
44,6,410,2020-05-18 09:19:20,2020-05-18 09:23:08
3,6,411,2020-01-20 08:09:04,2020-01-20 08:38:33
21,6,412,2020-03-23 08:21:55,2020-03-23 08:28:21
50,6,413,2020-06-22 08:17:24,2020-06-22 08:22:40
41,6,414,2020-05-18 08:00:25,2020-05-18 08:10:38
41,6,415,2020-05-18 08:04:42,2020-05-18 08:13:51
41,6,416,2020-05-18 08:03:10,2020-05-18 08:03:40
12,6,417,2020-03-02 08:49:11,2020-03-02 08:53:53
12,6,418,2020-03-02 08:05:47,2020-03-02 08:24:31
12,6,419,2020-03-02 08:29:08,2020-03-02 08:32:08
46,6,420,2020-06-01 08:50:53,2020-06-01 09:04:35
39,6,421,2020-05-11 08:19:37,2020-05-11 08:42:37
39,6,422,2020-05-11 08:17:52,2020-05-11 08:38:48
39,6,423,2020-05-11 08:25:14,2020-05-11 08:49:34
43,6,424,2020-05-18 09:13:54,2020-05-18 09:14:43
30,6,425,2020-04-20 09:05:29,2020-04-20 09:08:23
